city,floorNumber,floorsTotal,totalArea,price,rooms
Иркутск,3,12.0,40.0,6650000,1
Краснодар,2,5.0,41.2,6700000,3
Санкт-Петербург,7,24.0,40.0,6880000,1
Иркутск,16,17.0,40.0,6800000,1
Санкт-Петербург,19,25.0,41.4,6900000,1
Иркутск,15,17.0,40.0,6900000,1
Иркутск,12,14.0,40.3,6900000,1
Санкт-Петербург,18,25.0,40.0,6960000,1
Краснодар,5,5.0,40.5,7000000,3
Иркутск,12,14.0,41.9,7100000,1
Краснодар,4,12.0,42.0,7100000,1
Иркутск,11,14.0,40.0,7300000,1
Санкт-Петербург,5,19.0,40.0,7440000,1
Иркутск,7,9.0,42.0,7490000,3
Иркутск,7,14.0,40.0,7598000,2
Иркутск,10,22.0,40.0,7500000,1
Москва,13,17.0,40.0,7500000,1
Иркутск,7,12.0,40.3,7500000,1
Иркутск,5,23.0,41.9,7500000,1
Краснодар,8,14.0,40.0,7600000,1
Иркутск,3,10.0,40.0,7700000,1
Иркутск,9,14.0,42.0,7800000,1
Иркутск,10,14.0,41.3,7950000,1
Иркутск,3,18.0,41.0,8150000,1
Санкт-Петербург,5,25.0,40.0,8150000,1
Санкт-Петербург,14,16.0,41.0,8500000,1
Краснодар,2,9.0,40.0,9200000,1
Иркутск,11,17.0,40.0,9300000,1
Краснодар,3,17.0,41.0,9500000,1
Ярославль,11,12.0,41.4,9500000,1
Санкт-Петербург,15,24.0,40.0,9700000,1
Санкт-Петербург,8,24.0,40.0,9700000,1
Краснодар,2,8.0,41.0,9900000,2
Краснодар,5,5.0,44.0,6000000,3
Иркутск,12,12.0,44.0,7300000,3
Краснодар,4,9.0,43.0,12000000,3
Иркутск,9,9.0,44.0,6400000,3
Иркутск,7,9.0,44.0,7600000,3
Краснодар,4,8.0,43.0,8500000,1
Краснодар,5,5.0,43.0,4100000,1
Иркутск,9,9.0,44.0,6350000,3
Иркутск,11,12.0,43.0,7200000,1
Санкт-Петербург,17,25.0,43.3,8700000,1
Санкт-Петербург,3,8.0,43.0,11500000,1
Иркутск,1,5.0,43.0,7249999,3
Санкт-Петербург,4,25.0,44.0,8100000,1
Краснодар,1,5.0,43.4,8590000,3
Краснодар,2,5.0,43.0,5900000,3
Краснодар,2,5.0,43.3,6150000,3
Краснодар,4,5.0,43.3,6700000,3
Иркутск,3,9.0,44.0,6800000,3
Краснодар,9,9.0,43.2,6800000,1
Иркутск,8,9.0,44.0,6900000,2
Иркутск,11,14.0,43.2,7200000,1
Иркутск,2,9.0,44.0,7298000,3
Санкт-Петербург,6,6.0,44.0,7300000,1
Иркутск,7,9.0,44.0,7300000,2
Иркутск,9,9.0,44.0,7390000,3
Краснодар,1,9.0,43.0,7550000,3
Краснодар,4,5.0,43.8,7500000,3
Санкт-Петербург,1,9.0,44.0,7500000,3
Иркутск,3,9.0,43.1,7550000,3
Краснодар,7,9.0,44.0,7690000,3
Краснодар,5,5.0,43.0,7700000,3
Иркутск,4,5.0,43.0,7700000,3
Ярославль,8,12.0,44.0,7700000,2
Иркутск,17,22.0,43.0,7750000,1
Иркутск,9,9.0,44.0,7800000,3
Иркутск,6,9.0,44.0,7870000,3
Иркутск,4,9.0,44.0,8000000,1
Краснодар,8,9.0,43.0,8200000,3
Краснодар,8,9.0,43.0,8199999,3
Краснодар,8,9.0,43.8,8200000,3
Санкт-Петербург,22,25.0,44.0,8190000,1
Иркутск,1,5.0,43.0,8570000,3
Краснодар,1,5.0,43.0,8590000,3
Краснодар,1,5.0,43.4,8550000,3
Краснодар,1,5.0,43.0,8600000,3
Иркутск,12,16.0,44.0,8600000,1
Краснодар,1,5.0,43.0,8700000,3
Краснодар,4,5.0,44.0,9700000,3
Краснодар,2,5.0,43.1,6100000,3
Иркутск,3,9.0,44.0,6600000,2
Краснодар,5,5.0,43.0,6600000,3
Иркутск,3,5.0,44.0,6650000,3
Иркутск,8,9.0,44.0,7000000,3
Краснодар,2,5.0,43.6,7200000,2
Иркутск,1,5.0,44.0,7200000,4
Иркутск,7,9.0,44.0,7450000,2
Иркутск,7,9.0,43.0,7500000,3
Иркутск,5,9.0,44.0,7500000,3
Краснодар,9,9.0,43.0,7800000,3
Иркутск,3,9.0,43.0,7950000,2
Иркутск,6,9.0,43.7,7900000,3
Ярославль,12,12.0,43.0,8000000,1
Ярославль,6,12.0,44.0,8100000,3
Иркутск,3,9.0,44.0,8100000,3
Краснодар,8,9.0,43.0,8200000,3
Краснодар,4,5.0,44.0,8200000,3
Иркутск,5,23.0,43.0,8300000,1
Иркутск,12,16.0,44.0,8500000,1
Краснодар,9,9.0,44.0,8600000,3
Краснодар,3,4.0,43.5,9500000,3
Санкт-Петербург,8,23.0,43.4,10700000,1
Краснодар,6,17.0,43.0,10900000,1
Иркутск,1,5.0,43.0,7100000,3
Санкт-Петербург,9,24.0,43.0,9800000,1
Краснодар,4,9.0,45.0,7900000,3
Иркутск,5,9.0,45.0,6750000,2
Иркутск,5,9.0,45.0,7400000,3
Иркутск,6,9.0,45.0,7860860,3
Иркутск,4,9.0,45.0,9200000,3
Москва,7,20.0,45.0,9900000,1
Иркутск,6,9.0,45.0,6800000,2
Ярославль,8,12.0,45.0,6700000,3
Иркутск,1,9.0,45.5,7000000,3
Иркутск,7,9.0,46.9,7150000,3
Краснодар,6,9.0,45.0,7150000,3
Иркутск,2,5.0,45.0,7190000,3
Иркутск,2,9.0,45.0,7800000,3
Иркутск,2,9.0,45.0,8100000,3
Краснодар,6,12.0,46.0,8200000,1
Ярославль,11,14.0,45.0,7150000,3
Иркутск,4,9.0,46.0,7400000,3
Иркутск,3,16.0,45.0,8000000,1
Иркутск,1,9.0,46.0,8370000,5
Иркутск,6,9.0,45.3,5000000,1
Ярославль,1,9.0,45.0,6000000,3
Иркутск,1,5.0,45.0,6500000,2
Иркутск,5,9.0,45.1,6780000,2
Иркутск,8,25.0,45.0,6800000,1
Иркутск,5,5.0,46.0,6990000,3
Краснодар,3,9.0,45.0,6950000,3
Иркутск,1,5.0,45.0,6999000,4
Иркутск,3,9.0,45.0,6990000,3
Иркутск,25,25.0,47.0,7100000,1
Иркутск,1,9.0,46.7,7199000,3
Краснодар,2,5.0,45.0,7150000,3
Иркутск,2,5.0,46.0,7200000,3
Ярославль,2,5.0,46.0,7200000,3
Иркутск,9,9.0,45.0,7229000,2
Ярославль,9,9.0,45.0,7230000,2
Иркутск,1,5.0,45.0,7250000,3
Санкт-Петербург,17,25.0,45.0,7290000,1
Иркутск,9,10.0,45.0,7300000,2
Ярославль,14,14.0,45.9,7300000,3
Иркутск,9,10.0,45.0,7300000,2
Санкт-Петербург,17,25.0,45.0,7400000,1
Ярославль,2,12.0,45.0,7400000,3
Иркутск,5,9.0,45.3,7500000,3
Краснодар,6,9.0,45.0,7500000,3
Иркутск,3,9.0,47.0,7500000,3
Иркутск,4,5.0,45.0,7500000,3
Краснодар,7,9.0,46.0,7500000,2
Иркутск,7,9.0,45.0,7600000,3
Иркутск,4,5.0,45.5,7800000,3
Ярославль,12,12.0,46.1,7750000,3
Иркутск,3,12.0,45.0,7890000,2
Иркутск,11,12.0,46.0,7990000,3
Иркутск,3,5.0,45.4,8000000,4
Ярославль,7,10.0,45.0,8000000,2
Санкт-Петербург,18,25.0,45.0,8200000,1
Ярославль,5,12.0,46.0,8200000,1
Иркутск,16,16.0,46.0,8490000,1
Краснодар,8,9.0,45.0,8400000,3
Москва,6,9.0,46.5,8600000,2
Краснодар,8,18.0,45.0,8600000,1
Краснодар,2,8.0,45.3,8990000,3
Краснодар,2,8.0,45.3,8990000,3
Краснодар,2,8.0,46.0,8990000,3
Краснодар,2,8.0,45.0,8990000,3
Санкт-Петербург,2,8.0,45.3,8990000,3
Иркутск,2,12.0,45.0,9000000,3
Москва,6,23.0,45.0,9100000,1
Иркутск,13,14.0,47.0,9200000,1
Санкт-Петербург,7,17.0,46.0,9750000,1
Санкт-Петербург,8,25.0,45.0,9900000,1
Краснодар,14,14.0,47.0,9990000,2
Москва,6,16.0,45.8,10700000,1
Санкт-Петербург,6,17.0,45.0,10800000,1
Москва,4,21.0,46.3,11500000,1
Санкт-Петербург,4,16.0,47.0,11800000,1
Санкт-Петербург,2,19.0,45.5,12100000,1
Москва,9,22.0,45.0,14000000,1
Иркутск,4,9.0,45.0,6500000,3
Краснодар,2,4.0,45.0,6500000,2
Иркутск,9,25.0,45.0,6500000,1
Иркутск,8,9.0,45.0,6600000,2
Ярославль,8,10.0,45.0,6890000,2
Иркутск,1,5.0,45.0,6890000,3
Иркутск,9,9.0,45.0,7100000,2
Санкт-Петербург,8,9.0,47.0,7100000,3
Иркутск,14,25.0,47.0,7100000,1
Иркутск,1,5.0,45.6,7200000,3
Иркутск,9,9.0,45.0,7250000,2
Ярославль,9,9.0,47.0,7250000,2
Ярославль,9,9.0,45.0,7250000,2
Иркутск,4,9.0,45.8,7300000,3
Ярославль,3,12.0,45.0,7400000,2
Иркутск,7,12.0,46.0,7500000,3
Ярославль,5,12.0,45.0,7500000,3
Иркутск,5,5.0,45.0,7500000,2
Ярославль,10,12.0,45.0,7500000,3
Краснодар,7,15.0,45.0,7500000,1
Краснодар,8,9.0,45.6,7790000,4
Иркутск,4,5.0,45.0,7950000,2
Иркутск,6,25.0,47.0,8000000,1
Иркутск,24,24.0,45.7,8300000,1
Санкт-Петербург,8,9.0,46.0,8300000,2
Иркутск,2,5.0,45.0,8500000,3
Краснодар,1,5.0,45.0,8590000,3
Краснодар,1,5.0,45.0,8550000,3
Иркутск,5,9.0,45.3,8600000,3
Санкт-Петербург,9,9.0,46.0,8700000,1
Краснодар,2,5.0,46.0,8850000,2
Ярославль,12,12.0,45.0,9200000,2
Иркутск,8,12.0,47.0,9300000,2
Ярославль,6,9.0,45.0,10500000,3
Иркутск,13,25.0,47.0,7000000,1
Ярославль,8,12.0,45.0,7400000,3
Иркутск,3,5.0,45.0,7400000,4
Санкт-Петербург,10,15.0,45.6,9800000,1
Санкт-Петербург,15,17.0,48.2,12000000,1
Иркутск,14,17.0,48.0,9500000,1
Иркутск,4,14.0,48.0,6700000,1
Иркутск,10,17.0,48.0,7000000,2
Санкт-Петербург,1,12.0,48.7,7500000,1
Иркутск,1,9.0,48.0,7600000,3
Ярославль,6,12.0,49.0,7800000,1
Краснодар,7,9.0,48.4,7850000,1
Иркутск,11,14.0,49.0,8400000,1
Краснодар,2,9.0,48.0,8500000,2
Краснодар,2,5.0,48.2,9100000,2
Санкт-Петербург,14,17.0,48.8,9600000,1
Краснодар,1,13.0,48.0,9800000,1
Иркутск,9,16.0,49.0,9750000,1
Иркутск,6,9.0,49.0,6600000,4
Иркутск,1,9.0,48.0,6750000,3
Иркутск,5,12.0,48.0,7300000,1
Ярославль,9,12.0,49.0,7600000,1
Иркутск,3,9.0,48.9,8550000,4
Иркутск,5,9.0,48.0,8850000,4
Иркутск,4,17.0,48.0,9100000,1
Санкт-Петербург,14,17.0,48.8,9400000,1
Краснодар,6,8.0,48.9,9500000,1
Санкт-Петербург,5,21.0,48.0,11399000,1
Москва,15,17.0,48.2,11800000,1
Иркутск,3,17.0,52.0,8650000,2
Иркутск,7,17.0,51.0,8800000,1
Санкт-Петербург,1,32.0,50.9,7850000,1
Иркутск,2,17.0,52.0,8500000,1
Санкт-Петербург,19,21.0,50.2,10250000,1
Краснодар,1,2.0,51.7,6600000,3
Иркутск,12,17.0,50.5,7300000,1
Санкт-Петербург,16,17.0,51.2,7600000,1
Иркутск,2,12.0,51.9,7700000,2
Иркутск,2,12.0,51.5,7950000,1
Иркутск,6,17.0,51.0,8190000,1
Иркутск,4,9.0,50.0,8450000,3
Иркутск,8,16.0,51.7,8500000,1
Санкт-Петербург,9,32.0,51.6,8600000,1
Иркутск,2,14.0,51.0,8800000,2
Иркутск,3,16.0,51.0,9200000,1
Иркутск,9,9.0,52.0,9250000,4
Иркутск,6,14.0,50.2,9500000,1
Санкт-Петербург,5,7.0,51.0,11700000,1
Санкт-Петербург,15,17.0,50.5,13950000,1
Санкт-Петербург,6,17.0,50.8,14750000,2
Иркутск,3,17.0,51.4,9550000,2
Ярославль,9,12.0,51.5,8000000,1
Иркутск,10,12.0,52.0,8499000,1
Санкт-Петербург,5,13.0,51.0,14600000,1
Краснодар,1,2.0,50.3,6500000,3
Иркутск,1,9.0,52.0,6850000,4
Иркутск,8,17.0,52.0,7000000,1
Иркутск,16,17.0,52.0,7100000,1
Ярославль,8,17.0,52.0,7200000,1
Иркутск,7,12.0,50.8,7200000,2
Иркутск,2,17.0,52.0,7200000,1
Иркутск,8,17.0,51.3,7150000,1
Санкт-Петербург,17,17.0,51.0,7300000,1
Иркутск,1,9.0,50.0,7300000,4
Иркутск,5,23.0,51.1,7350000,1
Иркутск,7,12.0,52.0,7400000,2
Краснодар,5,5.0,50.9,7500000,5
Иркутск,13,16.0,51.0,7600000,2
Иркутск,6,17.0,52.0,7600000,2
Краснодар,11,17.0,51.0,7700000,1
Краснодар,5,5.0,50.9,7700000,4
Иркутск,9,16.0,51.0,7700000,2
Санкт-Петербург,1,32.0,51.0,7750000,1
Краснодар,4,5.0,50.5,7750000,3
Иркутск,2,17.0,52.0,7750000,1
Ярославль,8,12.0,51.6,7950000,1
Иркутск,2,9.0,50.1,7990000,4
Иркутск,2,14.0,51.0,7990000,1
Санкт-Петербург,2,4.0,51.0,8000000,2
Иркутск,16,16.0,50.3,8000000,1
Иркутск,7,12.0,51.0,8000000,1
Краснодар,1,4.0,51.0,8200000,2
Иркутск,13,14.0,50.5,8300000,2
Иркутск,3,17.0,52.0,8350000,1
Иркутск,11,14.0,51.4,8300000,1
Иркутск,5,12.0,52.0,8400000,2
Иркутск,3,17.0,52.0,8450000,1
Иркутск,13,14.0,52.0,8500000,1
Иркутск,16,17.0,52.0,8500000,1
Краснодар,3,4.0,50.7,8500000,2
Иркутск,16,17.0,52.0,8500000,1
Ярославль,6,14.0,52.0,8500000,1
Иркутск,3,17.0,52.0,8650000,2
Иркутск,4,16.0,52.0,8670000,1
Иркутск,12,14.0,51.0,8750000,1
Краснодар,8,9.0,50.0,8750000,1
Санкт-Петербург,2,24.0,50.0,8800000,1
Иркутск,5,9.0,51.0,8800000,3
Иркутск,17,17.0,52.0,8800000,1
Иркутск,17,17.0,52.0,8950000,1
Ярославль,11,14.0,50.0,8900000,1
Иркутск,7,9.0,52.0,9000000,4
Иркутск,7,12.0,52.0,9000000,1
Иркутск,7,12.0,52.0,9100000,2
Иркутск,12,12.0,51.2,9200000,1
Иркутск,3,14.0,52.0,9200000,1
Иркутск,11,12.0,51.9,9200000,2
Иркутск,13,14.0,52.0,9400000,1
Иркутск,3,17.0,51.0,9400000,2
Краснодар,10,16.0,52.0,9499000,2
Иркутск,3,16.0,50.0,9500000,1
Иркутск,6,17.0,52.0,9549000,1
Санкт-Петербург,21,25.0,52.0,9560000,1
Иркутск,6,14.0,52.0,9700000,1
Иркутск,12,17.0,52.0,9700000,2
Иркутск,2,17.0,50.0,9900000,1
Иркутск,13,19.0,51.3,10000000,2
Иркутск,16,16.0,52.0,10000000,1
Иркутск,4,17.0,51.0,10000000,2
Иркутск,10,14.0,52.0,9990000,1
Иркутск,4,17.0,51.0,10000000,1
Краснодар,11,14.0,52.0,10000000,1
Иркутск,10,12.0,50.0,10350000,1
Иркутск,12,17.0,51.0,10350000,2
Краснодар,2,7.0,50.7,10500000,1
Краснодар,2,5.0,50.7,10500000,1
Краснодар,4,5.0,50.0,10500000,2
Иркутск,14,17.0,52.0,10700000,1
Краснодар,7,15.0,51.9,10700000,1
Москва,3,17.0,51.7,10900000,2
Санкт-Петербург,14,17.0,51.1,11350000,1
Краснодар,9,16.0,50.0,12800000,1
Ярославль,9,12.0,51.0,12800000,1
Иркутск,2,9.0,51.0,6000000,4
Ярославль,9,12.0,50.0,7000000,1
Иркутск,7,9.0,51.0,7000000,4
Иркутск,9,16.0,51.0,7000000,1
Иркутск,7,12.0,52.0,7400000,1
Иркутск,17,17.0,51.0,7400000,1
Иркутск,7,9.0,52.0,7400000,3
Иркутск,5,9.0,52.0,7400000,4
Москва,2,17.0,51.0,7590000,1
Иркутск,4,9.0,50.3,7500000,4
Ярославль,10,12.0,50.0,7700000,1
Иркутск,13,16.0,52.0,7850000,1
Иркутск,16,16.0,50.3,8000000,1
Иркутск,4,12.0,52.0,8100000,1
Иркутск,3,17.0,52.0,8190000,1
Иркутск,16,17.0,51.0,8200000,2
Иркутск,9,9.0,51.0,8150000,4
Иркутск,3,9.0,51.0,8200000,4
Иркутск,10,12.0,52.0,8250000,1
Иркутск,3,17.0,51.7,8350000,1
Иркутск,8,9.0,51.0,8300000,4
Иркутск,1,9.0,50.9,8300000,5
Иркутск,2,24.0,51.0,8390000,2
Иркутск,2,16.0,51.2,8400000,2
Иркутск,10,14.0,51.5,8499000,1
Иркутск,16,17.0,51.7,8400000,1
Иркутск,5,12.0,51.5,8400000,1
Санкт-Петербург,1,9.0,51.0,8450000,5
Иркутск,5,14.0,52.0,8500000,1
Иркутск,9,17.0,52.0,8500000,1
Иркутск,3,9.0,51.0,8600000,3
Иркутск,4,17.0,51.0,8600000,2
Краснодар,4,14.0,51.0,8600000,2
Санкт-Петербург,7,17.0,52.0,8700000,1
Иркутск,6,17.0,50.9,8700000,1
Иркутск,4,9.0,51.0,8700000,4
Иркутск,8,17.0,52.0,8700000,1
Иркутск,4,17.0,51.5,8799000,1
Иркутск,12,14.0,51.2,8800000,1
Иркутск,3,14.0,51.0,8800000,1
Краснодар,2,5.0,52.0,8800000,1
Иркутск,3,24.0,51.4,8800000,1
Иркутск,3,17.0,51.5,8900000,2
Иркутск,7,17.0,51.5,9000000,2
Иркутск,10,17.0,52.0,9150000,1
Иркутск,4,14.0,51.0,9200000,1
Иркутск,8,17.0,51.2,9300000,1
Иркутск,5,17.0,52.0,9300000,1
Ярославль,14,16.0,51.0,9600000,1
Иркутск,9,14.0,51.3,9600000,1
Иркутск,10,14.0,54.0,9490000,2
Иркутск,14,17.0,54.0,7688688,1
Иркутск,8,17.0,53.5,8950000,1
Иркутск,5,14.0,53.0,9500000,1
Иркутск,12,17.0,54.0,7150000,1
Иркутск,16,17.0,54.0,7350000,2
Иркутск,6,12.0,53.5,8800000,1
Иркутск,7,12.0,53.0,7250000,1
Иркутск,16,17.0,54.0,7350000,1
Иркутск,14,17.0,54.0,7700000,2
Иркутск,15,17.0,53.0,8800000,1
Иркутск,8,17.0,53.0,9200000,1
Иркутск,10,17.0,54.0,9600000,1
Иркутск,13,14.0,53.0,10500000,2
Иркутск,7,12.0,53.0,7350000,1
Иркутск,7,9.0,53.0,7550000,4
Иркутск,3,17.0,54.0,7500000,2
Краснодар,2,5.0,54.0,7790000,2
Иркутск,2,9.0,53.5,7950000,4
Ярославль,3,16.0,53.7,7900000,1
Иркутск,13,17.0,53.0,8000000,1
Иркутск,8,9.0,53.0,8000000,4
Иркутск,6,7.0,54.0,8100000,2
Краснодар,3,5.0,53.8,8200000,2
Иркутск,11,16.0,54.0,8300000,2
Иркутск,7,22.0,54.0,8450000,1
Санкт-Петербург,5,22.0,54.0,8400000,1
Краснодар,5,22.0,53.9,8400000,1
Иркутск,5,5.0,54.0,8500000,1
Иркутск,2,8.0,54.0,8500000,3
Иркутск,4,14.0,53.0,8600000,1
Краснодар,8,14.0,53.0,8899000,1
Краснодар,1,6.0,53.4,8800000,3
Иркутск,9,12.0,54.0,8920000,2
Санкт-Петербург,3,24.0,54.0,8950000,1
Иркутск,1,17.0,54.0,9000000,2
Санкт-Петербург,4,8.0,53.1,9080000,1
Иркутск,7,17.0,53.5,9000000,1
Иркутск,11,17.0,54.0,9200000,1
Иркутск,8,14.0,54.0,9200000,2
Иркутск,4,17.0,53.5,9300000,1
Иркутск,13,14.0,53.0,9390000,1
Иркутск,3,25.0,53.0,9549000,1
Иркутск,15,17.0,53.5,9500000,1
Иркутск,16,17.0,54.0,9600000,1
Иркутск,11,14.0,53.0,9600000,2
Иркутск,11,17.0,54.0,9800000,1
Санкт-Петербург,5,17.0,53.0,9900000,1
Иркутск,13,17.0,53.7,10000000,1
Иркутск,12,23.0,53.2,10750000,1
Иркутск,16,17.0,54.0,10800000,1
Краснодар,2,5.0,53.0,11000000,3
Иркутск,13,23.0,53.7,11000000,1
Санкт-Петербург,16,20.0,53.0,11150000,1
Иркутск,3,16.0,53.2,11500000,3
Москва,14,18.0,53.0,11500000,1
Иркутск,2,4.0,53.1,11700000,1
Иркутск,9,10.0,54.0,13900000,2
Иркутск,2,12.0,53.0,6800000,1
Иркутск,2,17.0,54.0,6900000,2
Иркутск,1,14.0,53.0,6999000,1
Краснодар,3,5.0,54.0,7000000,5
Иркутск,6,17.0,54.0,7500000,2
Ярославль,16,16.0,54.0,7500000,1
Иркутск,14,17.0,54.0,7690000,1
Иркутск,7,16.0,53.0,7850000,1
Иркутск,11,17.0,53.0,7900000,1
Иркутск,5,12.0,53.3,7900000,1
Иркутск,3,9.0,53.2,8000000,4
Иркутск,5,5.0,54.0,8100000,1
Иркутск,14,17.0,53.0,8200000,1
Иркутск,1,16.0,53.8,8200000,1
Иркутск,9,12.0,53.7,8250000,1
Краснодар,5,5.0,54.0,8300000,3
Иркутск,13,17.0,54.0,8300000,1
Иркутск,4,16.0,54.0,8400000,2
Краснодар,4,14.0,53.1,8700000,2
Иркутск,7,10.0,53.6,9000000,1
Иркутск,12,17.0,53.0,9200000,1
Иркутск,7,12.0,53.0,9300000,1
Краснодар,4,5.0,53.2,9300000,4
Иркутск,5,14.0,53.0,9500000,1
Иркутск,2,9.0,53.0,9500000,1
Иркутск,3,5.0,54.0,9600000,5
Ярославль,9,16.0,53.5,9750000,1
Иркутск,14,17.0,54.0,9900000,2
Иркутск,13,17.0,54.0,9999999,2
Иркутск,13,17.0,54.0,10000000,2
Краснодар,5,5.0,53.0,10199000,3
Иркутск,3,17.0,53.5,10250000,1
Иркутск,17,17.0,53.7,10495000,1
Иркутск,10,17.0,54.0,10800000,1
Иркутск,15,23.0,53.5,10900000,1
Иркутск,16,17.0,54.0,10990000,1
Иркутск,12,14.0,53.4,11600000,1
Иркутск,17,17.0,53.7,11850000,1
Иркутск,12,17.0,54.0,12500000,1
Иркутск,9,10.0,54.0,13400000,2
Иркутск,13,14.0,54.0,8500000,2
Иркутск,9,17.0,56.0,6393040,1
Санкт-Петербург,9,32.0,56.5,8983768,1
Санкт-Петербург,27,32.0,55.4,9132409,1
Иркутск,16,25.0,55.8,6800000,2
Иркутск,8,9.0,56.6,9000000,1
Иркутск,3,24.0,57.0,12500000,1
Иркутск,2,19.0,55.0,7200000,2
Иркутск,17,19.0,56.0,7499499,2
Краснодар,8,9.0,57.0,8999999,5
